ID,MODEL,ATTRIBUTES,SCORE
121,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year')",0.739874652532032
469,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",0.730461561021644
386,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'brand_code')",0.728937185769725
428,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",0.728366370137576
382,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin')",0.728013620595635
467,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",0.72692141870224
384,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'brand_code')",0.72626684045835
385,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin', 'cylinders')",0.726142916694107
495,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.725809632553193
327,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'cylinders')",0.725781368018788
374,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders')",0.725436766952143
489,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.72540991815293
466,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",0.724989891058637
251,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster')",0.724033490817623
412,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.723016141795204
478,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.722631586595504
439,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",0.722027798915075
252,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'origin')",0.721730456374204
223,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'brand_code')",0.721216808271038
468,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",0.720422867007523
90,AdaBoostRegressor(),"('weight', 'model year', 'cluster')",0.719254421420448
410,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",0.719149124278475
284,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'brand_code')",0.718001975650316
181,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster')",0.717659643089169
480,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.717583632303173
403,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'brand_code')",0.717573168732411
372,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster')",0.716714994153992
254,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'brand_code')",0.71644523130456
499,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.71633678765595
362,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'origin', 'brand_code')",0.715966710010509
438,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",0.715900270981865
246,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year')",0.715878857272689
459,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",0.71565230897695
331,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cylinders', 'brand_code')",0.715331084401552
184,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'brand_code')",0.714746089285649
296,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cylinders', 'brand_code')",0.714367033538048
457,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",0.713863632032906
461,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.713358609374445
476,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.713080044040179
283,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cylinders')",0.713020721543511
492,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.712952246133174
473,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.712915974158644
328,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'brand_code')",0.712600707001021
253,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cylinders')",0.712459593215849
458,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",0.712418242422633
319,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'brand_code')",0.712338379929154
373,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin')",0.712280371376923
477,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.712267194429587
281,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster')",0.71218062772878
493,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.712161958512115
440,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",0.71187995329522
450,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.711531411121091
482,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.71141687629013
141,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year')",0.71092183224496
486,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.710854227799403
213,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cylinders')",0.710838313597136
85,AdaBoostRegressor(),"('weight', 'acceleration', 'model year')",0.7108065014836
501,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.71075369158212
146,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster')",0.710544912032584
479,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.710420153822118
273,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'brand_code')",0.710210658775742
294,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'origin', 'cylinders')",0.71019677654289
451,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.710170250332916
383,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'cylinders')",0.710077914907505
497,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.709589244753346
441,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",0.709206921076978
282,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin')",0.709201254812939
292,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'cylinders')",0.708994338526404
407,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",0.708887471636174
183,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cylinders')",0.708536965104253
65,AdaBoostRegressor(),"('horsepower', 'weight', 'model year')",0.708138199621922
500,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.707727021653676
291,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin')",0.707600300223764
351,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin')",0.707431188341626
405,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'origin', 'cylinders', 'brand_code')",0.706954860588077
356,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.706333041235411
387,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'model year', 'cylinders', 'brand_code')",0.706236778504039
402,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin', 'cylinders')",0.705884003757884
16,AdaBoostRegressor(),"('weight', 'model year')",0.705519233744575
411,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.705116245511249
214,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'brand_code')",0.704719787985657
432,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.70465306893869
44,AdaBoostRegressor(),"('displayments', 'weight', 'model year')",0.704571389523291
134,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'brand_code')",0.704498619894389
330,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'brand_code')",0.704331937122118
494,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.704214620057316
394,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'brand_code')",0.703613616310058
420,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'origin', 'cylinders', 'brand_code')",0.703578524287873
212,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'origin')",0.702703192198858
176,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year')",0.702498089183783
318,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cylinders')",0.702412193726383
91,AdaBoostRegressor(),"('weight', 'model year', 'origin')",0.702246853708617
452,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.701669907877725
224,AdaBoostRegressor(),"('weight', 'model year', 'origin', 'cylinders')",0.701415435161218
430,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",0.701076465811912
211,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster')",0.700846367716354
404,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'cylinders', 'brand_code')",0.700672323587635
456,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin')",0.700401988216501
485,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.700085403827079
148,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cylinders')",0.700004321855439
484,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.699876944492046
396,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'brand_code')",0.699121853749373
487,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.698919893718786
275,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'origin', 'brand_code')",0.698599775166438
274,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'origin', 'cylinders')",0.698594671559257
375,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'brand_code')",0.698449370567043
460,AdaBoostRegressor(),"('displayments', 'horsepower', 'weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.69791642869587
417,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'cylinders')",0.697654803598739
225,AdaBoostRegressor(),"('weight', 'model year', 'origin', 'brand_code')",0.697558730078915
408,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",0.697437484165583
418,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'origin', 'brand_code')",0.697383857199472
262,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin')",0.697278620941075
131,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster')",0.697164520722229
361,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'origin', 'cylinders')",0.696830318418378
433,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.696426211820573
353,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'brand_code')",0.696339519052293
316,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster')",0.696296347111127
363,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'cylinders', 'brand_code')",0.696288435115754
491,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.695941075418213
38,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year')",0.695920579095106
419,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'cylinders', 'brand_code')",0.695762158377571
93,AdaBoostRegressor(),"('weight', 'model year', 'brand_code')",0.695578256448914
329,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'origin', 'cylinders')",0.695054572288128
431,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin', 'cylinders')",0.695017124065386
454,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.693302434907756
132,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'origin')",0.693293170140662
261,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster')",0.693015732499928
474,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.692948398498627
182,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'origin')",0.692790018445201
354,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'cylinders')",0.6924176063368
272,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'cylinders')",0.692400921890249
392,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin')",0.691614070551992
429,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'cluster', 'cylinders')",0.690901158060649
271,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cluster', 'origin')",0.690889818471793
347,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'brand_code')",0.690531698851745
449,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.690325937641599
147,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'origin')",0.690078712361862
326,AdaBoostRegressor(),"('horsepower', 'weight', 'model year', 'cluster', 'origin')",0.68857862109406
276,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cylinders', 'brand_code')",0.68846032888079
352,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'cluster', 'cylinders')",0.687979027369759
317,AdaBoostRegressor(),"('horsepower', 'weight', 'acceleration', 'model year', 'origin')",0.686815438068973
264,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'brand_code')",0.686604325708453
75,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster')",0.68604151426054
472,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.686027908253441
295,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'origin', 'brand_code')",0.685797739548496
498,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.685675555959719
409,AdaBoostRegressor(),"('displayments', 'weight', 'acceleration', 'model year', 'cluster', 'brand_code')",0.684199441129082
133,AdaBoostRegressor(),"('displayments', 'horsepower', 'model year', 'cylinders')",0.684198595954776
397,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.684087468514196
149,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'brand_code')",0.68407629544478
346,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'cylinders')",0.683537323313718
226,AdaBoostRegressor(),"('weight', 'model year', 'cylinders', 'brand_code')",0.682691077027374
222,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'cylinders')",0.682582977455842
393,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'cylinders')",0.681016821319023
471,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.680695625228374
446,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.680596139814801
158,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cylinders')",0.680365879030159
293,AdaBoostRegressor(),"('displayments', 'weight', 'model year', 'cluster', 'brand_code')",0.680267381876913
126,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year')",0.679379129065163
202,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'cylinders')",0.678817139136193
448,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.677969149810888
221,AdaBoostRegressor(),"('weight', 'model year', 'cluster', 'origin')",0.677906466512938
355,AdaBoostRegressor(),"('weight', 'acceleration', 'model year', 'origin', 'brand_code')",0.677541418191534
301,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin')",0.677509130335265
395,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'origin', 'cylinders')",0.676701812029173
156,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster')",0.676656544603139
483,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.674733779438408
444,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.67466051060659
313,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'cylinders', 'brand_code')",0.674462873275312
306,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.67383502456257
204,AdaBoostRegressor(),"('horsepower', 'model year', 'origin', 'cylinders')",0.673772369332813
157,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'origin')",0.673576372055937
201,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'origin')",0.673248074660261
338,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'brand_code')",0.673227092294173
305,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'origin', 'brand_code')",0.673183892163896
263,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'model year', 'cylinders')",0.671617858171235
312,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'brand_code')",0.671318679013898
423,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.669817705427214
425,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.669589647415715
304,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'origin', 'cylinders')",0.669106854563592
364,AdaBoostRegressor(),"('weight', 'model year', 'origin', 'cylinders', 'brand_code')",0.668700900891236
445,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.668364487210709
159,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'brand_code')",0.667922729955087
427,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.667218551994504
337,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'cylinders')",0.66696706107821
339,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'cylinders')",0.66593859931336
49,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year')",0.665491535227342
422,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.665487287317484
203,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'brand_code')",0.665445180273869
490,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.664564929350495
336,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin')",0.660483325977724
56,AdaBoostRegressor(),"('displayments', 'model year', 'cylinders')",0.660360804273717
168,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'brand_code')",0.659837034844936
302,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'cylinders')",0.659831303315469
341,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cylinders', 'brand_code')",0.657315167539459
348,AdaBoostRegressor(),"('horsepower', 'model year', 'cluster', 'cylinders', 'brand_code')",0.657305291688863
206,AdaBoostRegressor(),"('horsepower', 'model year', 'cylinders', 'brand_code')",0.657108202669789
55,AdaBoostRegressor(),"('displayments', 'model year', 'origin')",0.656748015902807
303,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'brand_code')",0.656685102335961
424,AdaBoostRegressor(),"('displayments', 'acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.656480645644461
77,AdaBoostRegressor(),"('horsepower', 'model year', 'cylinders')",0.656140111476966
57,AdaBoostRegressor(),"('displayments', 'model year', 'brand_code')",0.656034339380745
170,AdaBoostRegressor(),"('displayments', 'model year', 'origin', 'brand_code')",0.652075987585213
193,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cylinders')",0.651610438883902
3,AdaBoostRegressor(),"('displayments', 'model year')",0.651388475423445
314,AdaBoostRegressor(),"('displayments', 'model year', 'origin', 'cylinders', 'brand_code')",0.650593658174922
443,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.650401916795647
169,AdaBoostRegressor(),"('displayments', 'model year', 'origin', 'cylinders')",0.648712679330354
171,AdaBoostRegressor(),"('displayments', 'model year', 'cylinders', 'brand_code')",0.648183597039874
54,AdaBoostRegressor(),"('displayments', 'model year', 'cluster')",0.6480091811221
166,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'origin')",0.64780640673208
311,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'origin', 'cylinders')",0.647255159240801
349,AdaBoostRegressor(),"('horsepower', 'model year', 'origin', 'cylinders', 'brand_code')",0.646551121971851
92,AdaBoostRegressor(),"('weight', 'model year', 'cylinders')",0.638875855510646
192,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'origin')",0.637382312869208
167,AdaBoostRegressor(),"('displayments', 'model year', 'cluster', 'cylinders')",0.635457953662278
191,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'cluster')",0.633229282037543
340,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'origin', 'brand_code')",0.63256994765855
76,AdaBoostRegressor(),"('horsepower', 'model year', 'origin')",0.632455124294581
205,AdaBoostRegressor(),"('horsepower', 'model year', 'origin', 'brand_code')",0.614845263905375
70,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year')",0.607804784945478
10,AdaBoostRegressor(),"('horsepower', 'model year')",0.596389497529808
241,AdaBoostRegressor(),"('model year', 'cluster', 'origin', 'cylinders')",0.575395904325408
234,AdaBoostRegressor(),"('acceleration', 'model year', 'origin', 'cylinders')",0.572255189846957
371,AdaBoostRegressor(),"('model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.570483558643699
113,AdaBoostRegressor(),"('model year', 'origin', 'cylinders')",0.565236446720755
194,AdaBoostRegressor(),"('horsepower', 'acceleration', 'model year', 'brand_code')",0.561760562391493
366,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'cylinders')",0.559761370174509
78,AdaBoostRegressor(),"('horsepower', 'model year', 'brand_code')",0.551460990097047
243,AdaBoostRegressor(),"('model year', 'cluster', 'cylinders', 'brand_code')",0.533101472374624
244,AdaBoostRegressor(),"('model year', 'origin', 'cylinders', 'brand_code')",0.528805037766628
455,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'cylinders', 'brand_code')",0.519597807533153
369,AdaBoostRegressor(),"('acceleration', 'model year', 'origin', 'cylinders', 'brand_code')",0.519084026710948
111,AdaBoostRegressor(),"('model year', 'cluster', 'cylinders')",0.515754109235883
367,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'origin', 'brand_code')",0.506255703669267
110,AdaBoostRegressor(),"('model year', 'cluster', 'origin')",0.505856221061235
233,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'brand_code')",0.503666633756996
242,AdaBoostRegressor(),"('model year', 'cluster', 'origin', 'brand_code')",0.49973264870579
112,AdaBoostRegressor(),"('model year', 'cluster', 'brand_code')",0.498215083987798
26,AdaBoostRegressor(),"('model year', 'cluster')",0.497890574741831
115,AdaBoostRegressor(),"('model year', 'cylinders', 'brand_code')",0.487868851679004
368,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'cylinders', 'brand_code')",0.478125452106021
231,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster', 'origin')",0.477724881545613
398,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin', 'cylinders')",0.469134861010841
102,AdaBoostRegressor(),"('acceleration', 'model year', 'cylinders')",0.467417037008987
195,AdaBoostRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin')",0.458825150295534
401,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'origin', 'cylinders', 'brand_code')",0.457307390320366
268,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'origin', 'cylinders')",0.453084355383936
127,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster')",0.451478562387615
265,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin')",0.447684251118996
236,AdaBoostRegressor(),"('acceleration', 'model year', 'cylinders', 'brand_code')",0.445896116053009
399,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'origin', 'brand_code')",0.44576846856536
447,AdaBoostRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'cylinders', 'brand_code')",0.442101516229881
269,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'origin', 'brand_code')",0.441995086166881
128,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'origin')",0.441918398321357
267,AdaBoostRegressor(),"('displayments', 'horsepower', 'acceleration', 'cluster', 'brand_code')",0.440244962732835
100,AdaBoostRegressor(),"('acceleration', 'model year', 'cluster')",0.438892625851563
342,AdaBoostRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'cylinders')",0.437365033756493
135,AdaBoostRegressor(),"('displayments', 'horsepower', 'cluster', 'origin')",0.437189944895946
343,AdaBoostRegressor(),"('horsepower', 'acceleration', 'cluster', 'origin', 'brand_code')",0.436104181317087
